"","index","videos_watched_content"
"993","3392","فيدهويات تتكلم عن العنف المنزلى والتحرش الجنسى والاغتصاب"
"994","3393","مدافعه من العنف"
"995","3394","بيناقش قضايا المرأة بتواجهها في يومها و تصحيح مفاهيم عنها و نصايح للتعامل مع المواقف دي"
"996","3395","فيديو توعي بعبر عن واقع حقيقي بالأخص قضايا التحرش والاغتصاب والمشاكل الاسرية  وفِي محاور كتير ليها استفادة في معرفتي حقوق المرأة"
"997","3397","مفيد"
"998","3398","عن حقوق المرأة ودعمها والعنف اللفظى والجسدى ضد المرأة"
"999","3399","موضوعات عن التحرش و القبض على المتحرشين"
"1000","3400","اغلبها كان عن التحرش وكانت مفيدة للغاية"
"1001","3401","عن التحرش وكيفية التصدى له"
"1002","3404","ختان الاناث  وازاى نمنعه ودور القانون فى معاقبه فاعليه"
"1003","3406","محتوى رائع ومطمئن لأى أمرأة تتعرض للعنف بكافة أشكاله أحسنتم"
"1004","3409","ختان البنات التحرش الاغتصاب كورونا"
"1005","3414","فيديو عن التحرش فى العمل مفيد جدا"
"1006","3418","معتدل"
"1007","3422","التحرش والعنف"
"1008","3424","فيديوهات لمعرفة حقوق المرأة في قضايا التحرش والطلاق"
"1009","3425","شفت فيديو عن الختان"
"1010","3433","منها ما يتحدث عن ختان الإناث وأخر عن كيفية التصرف عند التعرض للتحرش الجنسى"
"1011","3440","بيتكلم عن التحرش واسبابه"
"1012","3441","قضايا التحرش المعاصرة"
"1013","3442","يعني شويه عن التحرش..وعن عمل المرأه"
"1014","3445","التحرش الجنسي وختان الاناث وجرائم الاغتصاب"
"1015","3451","قضايا عنف ضد المرأه"
"1016","3452","دعم المرأه ضد التحرش"
"1017","3453","عن التصدي للتحرش سواء في العمل أو في الشارع وكذلك لتجنب الختان"
"1018","3462","التحرش للأطفال ومواجهته، العنف ضد المرأة، التحرش في العمل ومواجهته، دور الرجل لحمايته المرأه من التحرش، اهميه عمل المرأه، اختان وآثاره السلبية على المرأه آثار كورونا والعنف ضد المرأه.، التحرش بالموظفين الجدد.، مواجهة المتحرش والوقوف ضده"
"1019","3469","ازاي المرأة تحمي نفسها من التحرش وازاي نحمي الاطفال"
"1020","3475","كلها كانت بتتكلم عن حق المرأة كا كائن حي حتى زي حقوق الحيوان اللي بنناديو نطالب بالرحمة وكل الناس بتشير عالسوشيال وهما هما نفس الناس إللي بتهين زوجاتهم أصلاً او بيعامس اي واخده ف الشارع بغرض المضايقة اكتر منه غزل و المعاكساتكلها بقت بالفاظ عامية فجة و الاقذر ان معظم حالات التحرش عالاقل بنسبه لي كانت بتتم من اطفال سنهم من اول 4 سنين لحد 10 منهم مرتين لمس لجسمي في اخر 3 شهور بس و الفيدبوهات تتكلم تتكلم تتكلم عن ان الست متضربش الست متتهانش الست او البنت اللي ماشية ف الشارع اياً مان لبسها او شكلها مش حاجة بتعبر عن اخلاقها عشان يتم تصنيفها اذا كانت ش*** او لا  احنا في 2020 و لسا ماشيين نتقيم في الشارع بناءً علي رأي شوية صيع واقفين كإن الشارع حلال لاي راجل و حرام علي اي ست تعدي و الا هتسمعي اللي يكرهك حياتك و اغلبها عن العلاقات العاطفية ومشاكل الرجالة مع الستات مش مشكلة الراجل اللي نقصر في خق بناته مثلاً واللي مبيصرفش عليهم والاخ اللي بيفتش كل ‏خصوصيات اخته و تحرش حتى رجال الامن نفسهم بالستات ومفيش حاجة تحمى اي بنت من الابتزاز و فكرة انها تبلغ يعني اهلها هيعرفو و هتتفضح بالفعل .. خوف البنات من اهاليهم اكبر من خوفهم من المبتزين و المتحرشين نفسهم و ان مفيش وسيلة واحدة آمنة تضمنلها خصوصية علي الاطلاق في حاجة زي دي هتبلغي يعني هتفضحي نفسك بنفسك"
"1021","3484","توعيه ضد التحرش"
"1022","3485","عن كيف تتصرف اذا تعرضت للتحرش، ماذا يكون رد فعلك اذا تعرضت زميله لك في العمل للتحرش"
"1023","3486","تعليم المراه الاعتماد على النفس وبناء كيان خاص بها وعمل مفيد لها"
"1024","3488","عدم قبول السيده للاهانه وازاي تتصرف لو حد اذاها"
"1025","3490","جميل"
"1026","3491","التحرش بانواعه ولجميع افراد الاسره"
"1027","3492","عن اهانة المرأة وحقوقها"
"1028","3493","ان المرأه لا بد ان تكمل دراستها وان تعتمد على نفسها ولا تكون عالة على احد ليس زوجها فقط بل ابيها"
"1029","3495","اتكلمت عن التحرش للموظفين في الشغل"
"1030","3498","وصف لمشاكل المرأه مع المجتمع"
"1031","3499","التحرش بالأطفال  و طرق حمايتنا من التحرش ف العمل"
"1032","3500","شغل مراءة"
"1033","3504","التحرش"
"1034","3508","التحرش وكيفيه التصرف عند التعرض للتحرش"
"1035","3512","اتفرجت عن فيديو عن قضايا التحرش اتبعت من الجروب علي الواتس لاستاذة نهاد"
"1036","3517","كان أغلبها بيدور حول ازاي تتصدى للتحرش سواء واقع عليك أو ع الغير وازاي تكون إيجابي في نبذه وختام البنات وآثاره النفسية وأزمة الوباء العالمي وازاي ده اثر على العلاقات الاسرية"
"1037","3519","العنف الاسري"
"1038","3520","ختان الاناث /التحرش الجنسي بين الزملاء/لبس المراه هو السبب ف التحرش"
"1039","3521","نفس الإجابة... قضايا الرؤية و الحضانة و التحرش اللفظي والجسدي والعنف ضد المرأة ودور المجلس القومي للمرأة والفل"
"1040","3522","انتي مش لوحدك"
"1041","3531","من اهم الحلقات التي شاهدتها واعجبتني حلقة عن أهمية الشغل  وازاي نوفق بين الشغل والبيت حيث ان  شغل المرأة يجعل الست تستقر ماديا  وأنه امان للست وكذلك فإن العمل يعطي المرأة الخبرة ويعطيها أيضا التقدير الاجتماعي وتكون من خلاله علاقات اجتماعية وخبرات في التعامل مع أنماط كافة الأشخاص"
"1042","3532","مشاكل المرأة وكيفيه حمايتها"
"1043","3534","عن التحرش والعنف الأسري"
"1044","3535","فيديوهات عن التحرش في الشغل وكمان قضايا الاغتصاب"
"1045","3539","محتوي مفيد للغايه يناقش جوانب مختلفة عن المرأة"
"1046","3544","عن التحرش"
"1047","3545","حقوق المرأة"
"1048","3547","الخلع والطلاق- التحرش"
"1049","3553","التصدى والتصرف السليم ضد العنف والتحرش"
"1050","3554","التحرش والختان"
"1051","3558","حلقات لدعم شخصيه المراه ووضعها داخل وخارج المنزل والحد من العنف ضدها"
"1052","3562","القضايا العامه بالمرآه والتحرش في العمل والعنف الأسري و اهانه الزوج وكيفيه التصرف إذا واجهتني هذه المشاكل"
"1053","3565","التحرش الجنسى للمراة والاطفال وكيفية التعامل"
"1054","3572","الشغل، جراءم الاغتصاب،  تأثير فيرس كورونا"
"1055","3573","التحرش في مكان العمل والتحرش الجنسي وازاي اتصرف لو اتعرضت للتحرش"
"1056","3574","التحرش الجنسي، العنف الاسري"
"1057","3575","محتوى داعم للمرأة ويساعدها على مواجهة الصعوبات وكذلك محتوى لتوعية المجتمع ككل للوقوف على أهم القضايا المنتشرة فى الوقت الحالى وكيفية التعامل معها"
"1058","3577","عن التحرش ووضع ودرو المرآه والمجتمع في التصدي ليه"
"1059","3583","التحرش بالاطفال وازاي احمي ابني ،ختان الاناث وعقوبته"
"1060","3586","ختان الإناث و ازاي البنت تحمي نفسها . وقريب عن مأساة بنات كتير اتعرضو للختان . .... العنف ضد المرأة ... الخلع والطلاب والفرق بينهم .  ... ازاي الست تقدر توفر بين شغلها وحياتها الزوجيه ومتطلبات الحياه ...... التحرش في العمل والشارع وكيفية التعامل معاه"
"1061","3587","فوق الوصف"
"1062","3589","مثلا عن الختان ومعامله الزوج لزوجته في فترة الحظر وغيرها"
"1063","3591","Educational"
"1064","3592","العنف المنزلي- التحرش في العمل- الختان - ازاي الرجاله توقف العنف ضد الستات"
"1065","3593","التحرش"
"1066","3617","عن تمكين المراه ف المجتمع وقضايا وحقوق المراه"
"1067","3621","مشاكل ضرب الأزواج للزوجات"
"1068","3629","مجموعة من القضايا المتعلقة بالمراة من خلال قضايا عند ا/نهاد بمعنى انها حكايات من الواقع"
"1069","3636","عن قضايا الأغتصاب ومشاكلها وعن قضية الختان"
"1070","3638","تعريف المراه على حقوقها فالمجتمع"
"1071","3640","ألجأ لمين لو احتاجت مساعده"
"1072","3646","الكيفية التعامل إذا رأيت أحد يتحرش بزميله في العمل  واالعنف المنزلي بعدكورنا وكيفية التصرف"
"1073","3649","يتكلم عن التحرش عموما وتحرش الاطفال والتعامل معاه. وزيادة العنف المنزليه خلال فترة كورونا"
"1074","3652","عن ااتحرش وكيفية الدفاع عن النفس"
"1075","3653","التحرش والعنف ضد المرأة"
"1076","3654","عن التحرش وتنظيم الوقت واهمية العمل للمراة"
"1077","3655","العنف ضد المرأة والتحرش ف العمل"
"1078","3657","التحرش الوظيفي الطلاق"
"1079","3664","التحرش ، ضرب المراة،"
"1080","3667","التحرش و الختان"
"1081","3671","العنف المنزلي والتحرش"
"1082","3676","اذا شفت حد بيتحرش إزاي اتصرف"
"1083","3678","التحرش ف العمل للموظفين الجدد واثر فيروس كورونا ع العنف المنزلي"
"1084","3680","عن التحرش في العمل والتوفيق بين الشغل والبيت والفرق بين الخلع والطلاق وكيف نوقف العنف ضد المرأة"
"1085","3682","معقوله ومفيدة"
"1086","3685","موضوع التحرش"
"1087","3688","عن التحرش والعنف الاسري"
"1088","3690","طريقه الدفاع عن المراه عن حقوقها حال وقوع اي ضرر عليها"
"1089","3692","الفرق بين الخلع والطلاق"
"1090","3694","أثر فيروس كورونا فى زيادة العنف داخل المنزل"
"1091","3698","بتتكلم عن التحرش وعن العنف ضد المرأة"
"1092","3701","كيفيه التعامل مع مضايقات العمل مثل التحرش"
"1093","3702","شاهدت عن التحرش والعنف ضد المراه وكيفية التعامل معها"
"1094","3703","عن التحرش وازاى نواجه"
"1095","3707","حقوق المرأة ووضعها في المجتمع"
"1096","3708","تتحدث عن التحرش الجنسي ضد المرأة وايضا مواجهة العنف"
"1097","3709","عمل المرأه. التحرش. العنف ضد المرأه. العنف المنزلى. ختان الاناث. التحرش بالاطفال"
"1098","3710","التحرش ...التحرش بالنسبة للاطفال ....هل لبس المراة سبب للتحرش....اثر كورونا على زيادة العنف الاسري ....التكييف القانوني للتحرش ..،.الختان"
"1099","3713","التحرش فى العمل التحرش بالطفل. قيمه العمل لدى المراه"
"1100","3717","التحرش"
"1101","3718","مقاومة التحرش وشغل المرأة والطلاق"
"1102","3719","حمايه الاطفال من التحرش الجنسى ، اثر كورونا وزيادةىالعنف المنزلى"
"1103","3720","مثلهزي باقي المحتويات أحياناً ان جميع الكلام في الفيديوهات لحقوق المرأة لا يتغير متشابهه لا توجد افكار جديدة"
"1104","3723","التحرش بالأطفال..التحرش ولبس المرأة...التحرش في العمل...امتى اختار الخلع وامتي اختار الطلاق"
"1105","3724","دعم المراة   كورونا واثرها على العنف المنزلى"
"1106","3727","حلقات عن التحرش في مجتمعنا و كيفية مواجهته و التعامل معاه"
"1107","3730","برامج ارشاديه جيده"
"1108","3732","العنف  والتحرش  والتوفيق بين الشغل والبيت"
"1109","3733","التحرش والختان"
"1110","3744","العنف ضد المرأة والتحرش"
"1111","3749","شفت فديوهات عن التحرش بانواعه"
"1112","3751","كل الفيديوهات كانت بتتكلم عن العنف اللي بتواجه المرأة علي مخلف الاصعدة بدايتا من ميلادها و الختان و التحرش اليومي في مختلف الاماكن و الاصعدة و الي حد التحديات التي تواجهها في ظروف جائحة كرونا"
"1113","3752","فيديوهات بتتكلم عن العنف ضد المرأة والختان والاغتصاب والتحرش الجنسي"
"1114","3754","التحرش الخيتان العنف ضد المرأه"
"1115","3755","قضايا الاغتصاب والتعنيف محتوي رائع جدا"
"1116","3756","تصرفات لو اتقالت اعرف أن جوازك مش هيكمل وبيتك هيتخرب"
"1117","3757","موجه لتوضيح فروق مفاهيم محددة"
"1118","3758","بتكلم عن التحرش الجنسي وان الملابس اذ كانت السبب وفى كمان فديوهات بتتكلم عن العنف الاسري واثاره والجرائم التى تحدث من خلاله"
"1119","3759","عن العنف ضد المرأه"
"1120","3765","التحرش و كيفية التعامل و التصدى له"
"1121","3767","التحرش"
"1122","3768","التحرش في أماكن العمل وماذا نفعل عندما يتعرض أحد في العمل للتحرش وكيفيه إقناع الرجاله أنهم يواجهوا العنف ضد المراه وتحرش الاطفال وازاي نتعامل معاه"
"1123","3770","تحرش ختان  الفرق بين الخلع والطلاق"
"1124","3772","التحرش الجنسي ...والتحرش في العمل"
"1125","3776","التحرش وختان البنات"
"1126","3779","استفادت جدا من موضوع اني اوفق بين بيتي وشغلي والتحرش لانها اكتر حاجات بتواجهني ف اليوم والباقي مش قادرة افتكره شويه"
"1127","3782","الشغل .....التحرش.....الفرق بين الطلاق والخلع"
"1128","3783","اية الفرق بين الخلع والطلاق وامتى بنلجأ لكل منهم وازاى اثرت الكورونا فى العنف المنزلى وزادت منه واهمية الشغل فى حياه المرأة وازاى تقدر توفق بين الشغل والبيت"
"1129","3787","فيديو التحرش الوظيفي ضد المرأه وان عمل المرأه مهم وان التحرش موجود في كل مكان حتى في المنزل وبالتالي لا تستسلم المرأه لهذا السفه الوظيفي بل وتتمسك بحقها وهو العمل"
"1130","3798","عن دعم المراءه والغنف والواقع عليها وازاي تلجأ للقانون لحمايتها والدفاع عنها"
"1131","3800","عن التحرش الاطفال والسيدات"
"1132","3801","بها معلومات مفيدة"
"1133","3802","التحرش بالأطفال، التحرش اثناء العمل، ختان الاناث، العنف المنزلى اثناء الكورونا، ملابس المرأة وعلاقتها بالتحرش"
"1134","3805","التحرش وعقوبته،التحرش بالاطفال،لبس المرأة سبب التحرش،ختان الإناث المرونة سبب فى العنف المنزلى ،جرائم الاغتصاب ومواجهتها ،الخلع والطلاب ، أهمية عمل المرأة،كيفية التصرف فى تحرش أثناء العمل،كيف يواجه الرجال العنف ضد المرأة"
"1135","3806","جرائم الاغتصاب والتحرش وازاي اتعامل وادافع عن نفسي"
"1136","3809","عن التحرش"
"1137","3815","عن أثر العنف الأسرى على المرأة والأطفال. تأثير الختان نفسيا على الطفلة. التحرش بالفتيات وازاي اتعامل معاه"
"1138","3822","ختان البنات"
"1139","3823","الاغتصاب وزواج البنات وقضايا التحرش"
"1140","3828","عن مشاكل المرأة مع الطلاق وكيفيه مواجهتها"
"1141","3830","فديوهات الختان لانها محتوى مهم جدا وانا عن نفسى اهتم به لانه موضوع فى غايه الاهميه ودور المراءه فى المحتمع مراعاه الاسره للبنت ومتابعه خطواتها والاستماع لها فى كل الاحيان"
"1142","3833","الفرق بين الخبع والطلاق وكيفية التوافق بين الشغل والبيت كيفية مواجهة التحرش التحرش والعنف للمرأة"
"1143","3837","الميراث والدفاع عن الحقوق ومعرفه ذاتي وأن انا لم تخلق الاهانه وأخذ موقف قانوني ضدد اي معتنف"
"1144","3848","معظم الفيوهات كانت بتتكلم عن الحرش الجنسي والتحرش الجنسي بالاطفال وازاي الستات خاصه تقدر تتفادي ده من خلال حقوقها القانويه وكان ف فيديوهات كانت بتتكلم عن الاغتصاب والعنف الاسري  و"
"1145","3851","كان بيتكلم عن التحرش"
"1146","3852","بتتكلم عن حقوق المرأه وازاي تدافع عن نفسها وتحمي نفسها وتقدر تعتمد ع نفسها بشغلها اللي يسندها وازاي متحتاجش حد وخصوصا لو فيه راجل بيهين وتعرف تربي الاطفال"
"1147","3853","الختان"
"1148","3856","حريه المرأة"
"1149","3858","تمكين المرات ودعمها ضد ضغوطات الحياه والمراه العامله وتاثير كورونا عليها"
"1150","3860","بيخاطب كل الفئات والعقول"
"1151","3862","ختان الاناث وعلاقته بالمجتمع شغل المرأة لا يتعارض مع بيتها"
"1152","3863","دعم المراة"
"1153","3866","التحرش"
"1154","3870","ايباب التحرش الجنسي بالاطفال وف العمل وازاي اتصرف لو شفت موقف تحرش"
"1155","3872","حقوق المرأة"
"1156","3873","تحرش    الاغتصاب"
"1157","3874","التحرش ف العمل وازاي اتعامل مع النماذج دي"
"1158","3878","التحرش الجنسى بالاطفال  -التوفيق بين العمل والمنزل"
"1159","3879","عدم قبول الاذى النفسي او البدني. عدم التفريط في شغل المرأة نهائيا. ضرورة التبليغ لو حصل معايا تحرش وعدم الخجل من ذلك. دعم اي بنت او ست حصل معاها تحرش ومساندتها للحصول على حقها"
"1160","3884","لبس البنت وعلاقته بالتحرش <U+3002> فيروس كورونا وتأثيره علي شغل المرأه . ختان الاناث . حماية الاطفال منالتحرش.الفرق بين الخلع والطلاق .أهمية التوفيق بين البيت والشغل ."
"1161","3885","التحرش والتعامل معاه"
"1162","3886","الختان والعنف ضد المرأة"" جرائم الاغتصاب "" التحرش الجنسي"
"1163","3887","فيديوهات بتفهم المرأة واجباتها وحقوقها و ازاي تواجه المشاكل"
"1164","3889","العنف"
"1165","3890","التحرش الجنسي والعنف ضد المراة"
"1166","3893","محتوى خاص بالعنف ضد المراة .بعض قضايا التحرش"
"1167","3894","عن التحرش الجنسى والعنف ضد المراة"
"1168","3896","العنف - التحرش في العمل - التحرش بالأطفال -الاغتصاب"
"1169","3900","كانت بتتكلم عن المرأة والتحرش بيها فى العمل وازاى نواجه التحرش وازاى نقف ضد العنف اتجاه المرأه"
"1170","3903","مناقشة قضية الختان"
"1171","3905","عن التحرش والتصرف الصحيح إذا حدث ذلك"
"1172","3909","فيديوهات عن التحرش وعن حقوق المراه"
"1173","3910","المحتوي كان بيتكلم عن العنف ضد الاطفال والتحرش الجنسي بالاطفال والبنات واذاي نتعامل معاه كمان ضحايا الاغتصاب واذي الشباب ممكن يحموا زميلاتهم من التحرش واثر فيرس كرونا علينا وعلي شغلنا وحياتنا"
"1174","3916","عن مواجهة التحرش في مكان العمل ،العقوبات التي يفرضها القانون ضد المتحرش ،العنف ضد المرأة في المنزل"
"1175","3918","التحرش الجنسي بالأطفال وان من واجب الاسره الأب والأم تقوية الطفل بأنه يقدر يعبر عن رأيه ويقول لا لأي أحد يحاول لمسه وتعريف الطفل بأن هناك مناطقك الخاصه اللي محدش يلمسها"
"1176","3921","قضايا التحرش"
"1177","3924","انتي مش لوحدك"
"1178","3925","العنف ضد المرأة و التحرش الجنسية بأنواعهوالاغتصاب"
"1179","3926","عن التحرش والاغتصاب ودعم المراءه"
"1180","3927","التحرش وحقوق المرأة"
"1181","3930","التحرش"
"1182","3934","عمل المرأه ستر وامان عجبنى اوى . ختان الاناث. التحرش الوظيفى.الفرق بين الخلع والطلاق"
"1183","3937","عن قضايا المراه في المجتمع"
"1184","3940","كيف اتعامل عند التحرش او الاغتصاب"
"1185","3941","محتوي توعوي مهم لكل من المرأه والطفل الهدف منه التعليم علي كيفه التعامل مع العنف والتحرش وتقليل تلك الظواهر في المجتمع"
"1186","3942","محتوي هادف حتي تتمكن المرأة من طلب حقوقها من هذا المجتمع"
"1187","3944","التحرش الجنسي بالمرأه في العمل"
"1188","3948","اثار كرونا علي شغل المراه"
"1189","3951","شفت فيديو التحرش"
"1190","3952","العنف ضد المرأة"
"1191","3954","حقوق المرأه"
"1192","3955","مشاكل أسرية وخيانة وطلاق وتحرش من هذا القبيل"
"1193","3961","الاضرار التي يسببها الرجال للنساء نفسيا و جسديا"
"1194","3963","الشغل واهميته للمرأه.. ازاي احدد الطلاق او الخلع في حاله استحاله العشره.. التحرش الجنسي ضد الاطفال.. التحرش في العمل"
"1195","3966","عن التحرش وكيفية مقاومته  والشغل والمرأة"
"1196","3967","كان عن شغل المرأة والتحرش والعنف في الشغل ضد المرأة وحاجة عن ختان الاناث وفيديو عن الاغتصاب وحاجة عن تأثير فيروس كورونا ع البيت والاسرةو مش فاكرة الباقي"
"1197","3969","التحرش"
"1198","3972","الرد المناسب للمرأه لو حد تحرش بيها في العمل.. ازاى نحمي اطفالنا من التحرش الجنسي"
"1199","3973","تدعم حريه المراة ، التصدي لعنف المراه ، التنمر علي المراه في البيت والعمل"
"1200","3975","العنف الاسري"
"1201","3977","دعم شهود جريمة الفيرمونت ,فيديو عن وقف الختان, فيديو عن قضايا الشرف"
"1202","3982","توعية المرأة"
"1203","3987","بتفرج على فيديوهات لحقوق المراءة وازاى احافظ على خقوقى فى المجتمع وكذا حاجة"
"1204","3989","تحرش واغتصاب وعنف اسرى"
"1205","4009","الجوازة التانيه"
"1206","4013","حتان البنات"
"1207","4016","بعض الفيديوهات بتتكلم عن ضرب و سب و احيانا قتل الرجل للمرأة و هناك بعض  الفيديوهات بتتكلم عن إكرام بعض الرجال و حسن المعاملة النساء و لكنهم قليلون"
"1208","4019","زوجه تعرضت للضرب من زوجها ونطالب بدعمها لتأخد حقها"
"1209","4021","حرية ودعم المراة"
"1210","4026","العنف ضد المرأه"
"1211","4029","العنف ضد المرأة -التحرش الجنسى - حقوق المرأة"
"1212","4038","هى دعم للمراة فى حالات كتيرة مثل الاغتصاب"
"1213","4039","كان بيتكلم عن التحرش الجنسي في الشارع وفي العمل وفي المنزل"
"1214","4041","مهم ومفيد"
"1215","4042","العنف ضد المرأة والتحرش والاغتصاب"
"1216","4044","التحرش وكيفيه التعامل والختان وتجريمه في كل من اشترك فيه حتى الام والاب والدكتور والممرضه"
"1217","4045","عن المرأه وحقها وضد التحرش والزواج المبكر"
"1218","4047","قضايا تخص المرأه"
"1219","4050","استفدت منه الى حدٍ ما"
"1220","4054","تشجيع شخصية المرأة والتصدى للعنف المنزلى"
"1221","4057","عند التحرش كيفيه تعامل"
"1222","4060","صور التحرش الجنسي"
"1223","4061","التحرش الجنسي وكيفيه التعامل معه"
"1224","4067","نافع للمراه"
"1225","4070","كيف تحمي نفسك وتتعاملي مع ذلك"
"1226","4071","ازاي نمنع ختان الاناث وعقوبة التحرش الجنسي"
"1227","4072","كيف احمي نفسي التحرش في العمل"
"1228","4073","الاعتداء على المرأة والتحرش بالفتيات"
"1229","4075","التحرش فى العمل الفرق بين الخلع والطلاق العنف وكيفيه التعامل معه مشاركه الرجال في منع العنف ضد المرأه والتحرش الجنسي عموما والتآمر"
"1230","4079","يتحدث عن التحرش فى العمل وفى الشارع وهل لبس البنات هو السبب والختان وعمل المراه وكيف توفق بين العملوالمنزلاه والعنف ضد المراه"
"1231","4088","مثلا موضوع التحرش والختان"
"1232","4089","تمكين المرأة ودورها الهام فى المجتمع والاسرة والعمل"
"1233","4090","توصل معلومات كنت لا اعرفها"
"1234","4093","عن التحرش"
"1235","4094","فيديوهات عن التحرش"
"1236","4100","دعم المرأة وعدم التهاون في حقها"
"1237","4103","مواضيع عن التحرش"
"1238","4104","نساء نجحت فى عملها"
"1239","4107","دعم المرأة في العمل"
"1240","4112","نصائح مهمة لمشاكل  وكيفية مواجهتها"
"1241","4116","بعضهم كان توعية عن التحرش بالمرأة"
"1242","4118","موضوع ختان الاناث"
"1243","4119","التحرش"
"1244","4120","ختان البنات وقضايا التحرش وعلاقتها باللبس وتعمل ايه لو حصل تحرش فى الشغل جرائم الاغتصاب وغيره"
"1245","4124","ازاي تبقي سعيدة و ناجحة"
"1246","4127","عن دعم المراه"
"1247","4130","ختان الاناث و التحرش الجنسي و التحرش داخل العمل والعنف ضد المرأه"
"1248","4132","بتدافع عن حقوق المراه بوجه خاص سوء ضد الاغتصاب او التحرش وهكذا"
"1249","4133","التحرش بالمراه بسبب ملابسها"
"1250","4135","العنف ضد المراة"
"1251","4136","عن التحرش في العمل وانو زملاء العمل تحكمهم علاقة مهنية ولازم يكون في حدود"
"1252","4137","توعية المرأة بضرورة المحافظة على جسدها ضد التحرش وسلبيات المجتمع والحفاظ على أطفالها وتوعيتهم"
"1253","4139","الختان والتحرش بكل انواعه"
"1254","4141","عن التحرش وأسبابه وكيفية التعامل مع المتحرش"
"1255","4144","التصرف في الأوقات الحرجة وبعدها زي التعرض للتحرش او للاغتصاب ، وقضايا ايضا تهم الطفل"
"1256","4148","التحرش في مكان للشغل"
"1257","4156","مفيد . عميق . هام . ضرورى معرفته لكل سيدة . ونتمنى المزيد ارجوكم"
"1258","4157","كلها كانت بتدور حول التحرش بالمراه والأطفال"
"1259","4162","تحرش-طلاق-"
"1260","4163","محتوى سهل وبسيط ويوصل المعلومة بأسلوب جميل"
