v1,linex,assignment,should_exclude,responded,donation,network,sms,date,link,responseidx,responseidy,payment_amt
345,7,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-15 16:33:03,original_link,R_1nZo7fgqYEvfd9H,R_1n2OBMZYTUlPUjw,15 EGP
346,7,WhatsApp_Group,0,1,"Yes, I would like to donate 25 EGP and thus receive no mobile credit for participating in this survey.",,0,2020-09-10 12:33:22,original_link,R_er0miLQDhpfDRKx,R_1kTbJuBKnIPpuV3,No Payment
347,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-25 10:20:48,original_link,R_er0miLQDhpfDRKx,R_31TMYdPMxyMqs4e,25 EGP
348,7,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,1,2020-10-01 12:44:25,sms2_link,R_2B9FyQhtchY2uch,R_cTIfJWOH6PuFLLr,25 EGP
349,7,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,1,2020-10-03 07:46:01,sms2_link,R_2B9FyQhtchY2uch,R_30jDbWKiyuulypW,25 EGP
350,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 11:59:03,original_link,R_yPdbsd44a13bqV3,R_3oz8uyiTNJbzjV6,25 EGP
351,7,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 14:21:04,original_link,R_yPdbsd44a13bqV3,R_2c14lfVcqvSzx8l,25 EGP
352,7,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-11 14:33:42,original_link,R_1pR8vINsXCRswY9,R_1BVjPAr6vSjrCn3,25 EGP
353,7,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-15 14:23:49,original_link,R_1pR8vINsXCRswY9,R_33CmLdtoOgxHXud,25 EGP
354,8,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-24 05:16:18,original_link,R_2SvEUP5pR3oopuo,R_1gMfyCVhl5lw79u,25 EGP
355,8,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-24 07:14:58,original_link,R_2SvEUP5pR3oopuo,R_3lW7p0hXGcwSWpa,25 EGP
356,8,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,1,2020-09-30 15:48:39,sms2_link,R_1IorTe2p6JmwniK,R_3oGwHQbwqcb3Neo,25 EGP
357,8,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,1,2020-10-03 15:52:58,sms2_link,R_1IorTe2p6JmwniK,R_2uP5wJZMk1y8zse,25 EGP
358,8,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-30 10:02:02,original_link,R_2zolzprg2ujtvLj,R_22rEsSpeYiO2Px4,25 EGP
359,8,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-10-01 02:43:50,original_link,R_2zolzprg2ujtvLj,R_1ezAKqq04033FlD,25 EGP
360,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-28 07:16:19,original_link,R_1n1rCh0HvNOF6G7,R_eCLdllI92x8fHwt,25 EGP
361,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-30 09:17:12,original_link,R_1n1rCh0HvNOF6G7,R_1IXA5ZpOfQ0NnOj,25 EGP
362,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 14:20:24,original_link,R_1Kl43zzRJCMsFa3,R_31AUzzlrgMBYWR1,25 EGP
363,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-27 09:52:50,original_link,R_1Kl43zzRJCMsFa3,R_3fZ6NnnO1fcaDRH,25 EGP
364,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 12:19:04,original_link,R_3Pz32bMkgZFzsz6,R_1eOuZStpizrbnqE,25 EGP
365,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-24 03:47:10,original_link,R_3Pz32bMkgZFzsz6,R_Xv79qgXYRUDcrUB,25 EGP
366,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-22 05:39:20,original_link,R_RyHZOxqQ5d76X2F,R_78R9h5noC6p5axz,25 EGP
367,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-24 07:42:14,original_link,R_RyHZOxqQ5d76X2F,R_PzHoQmHq6FTQMLv,25 EGP
368,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 12:06:11,original_link,R_10OcFe8W8vDPPKy,R_247BSUQ58iDvlRM,25 EGP
369,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-28 21:49:46,original_link,R_10OcFe8W8vDPPKy,R_rpcuTV6f2vkYqDn,25 EGP
370,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 13:46:52,original_link,R_1ImW1rTrcOR85LP,R_3R2tACu7kuWY2V6,25 EGP
371,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-27 11:29:44,original_link,R_1ImW1rTrcOR85LP,R_3stWwRRLU5Aqv58,25 EGP
372,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-16 15:53:29,original_link,R_Ceou3MKdc1HPKhz,R_2tarD7i06Nv3oim,25 EGP
373,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-24 06:31:58,original_link,R_Ceou3MKdc1HPKhz,R_1mrcYujiPgjD7JC,25 EGP
374,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 12:04:48,original_link,R_12bS4QQDIDN9Uhj,R_vkxz8MmYagD7AxH,25 EGP
375,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-24 11:59:58,original_link,R_12bS4QQDIDN9Uhj,R_2PaFYS9Ci4SvuUd,25 EGP
376,8,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 11:54:14,original_link,R_3exduFfqh9nxW0G,R_3WZVottqeNYv0lP,15 EGP
377,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-28 10:25:39,original_link,R_3exduFfqh9nxW0G,R_1MRO2qPXrMCzoUK,25 EGP
378,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 15:37:35,original_link,R_BJ0KGlfpplE2Bu9,R_C2g11BwFpKfdi2B,25 EGP
379,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-18 08:22:10,original_link,R_BJ0KGlfpplE2Bu9,R_27Nomb7t3Kc6XSr,25 EGP
380,8,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-16 11:05:27,original_link,R_1PYG0NSNDER6NQw,R_1d0RN6mQc11EHB2,25 EGP
381,8,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-24 03:44:07,original_link,R_1PYG0NSNDER6NQw,R_1DH0cGGjjOkETPC,25 EGP
382,8,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 15:12:06,original_link,R_2wofY8MK7R38xbu,R_rduAbjdm24Buurf,25 EGP
383,8,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-25 16:39:38,original_link,R_2wofY8MK7R38xbu,R_3fv6lkgPZCUwpmV,25 EGP
384,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-10 11:48:58,original_link,R_2uK9Td0OlQjQYUF,R_1Nmj2Q1hfmFekm8,25 EGP
385,8,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,0,2020-09-24 10:03:57,original_link,R_2uK9Td0OlQjQYUF,R_1hX1tZMp9zmSac2,25 EGP
386,9,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 13:23:09,original_link,R_2WwMQzAsOYY55MN,R_ufd1v69yoQHyfgR,25 EGP
387,9,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-11 03:20:06,original_link,R_2WwMQzAsOYY55MN,R_2VsaShTeLnaarU7,25 EGP
388,9,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",We,1,2020-09-24 12:49:14,sms1_link,R_1LiIQkDFBwED8TI,R_xu9PRabeNQdnTMt,25 EGP
389,9,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",We,1,2020-10-10 00:33:37,sms1_link,R_1LiIQkDFBwED8TI,R_1OPN6KYresIPdtI,25 EGP
390,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",We,0,2020-09-10 13:01:30,original_link,R_2rWFIAj4zXTWXqV,R_rdp74FmBtcSwYVj,25 EGP
391,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",We,0,2020-09-15 14:21:57,original_link,R_2rWFIAj4zXTWXqV,R_3iR3hhYJMDKTpqd,25 EGP
392,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,1,2020-09-11 02:41:31,original_link,R_3kqgy6kinNfQ5jp,R_2vifxhtyluDtEOR,25 EGP
393,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,1,2020-09-22 10:57:35,original_link,R_3kqgy6kinNfQ5jp,R_Xvq0hQJ98AmPAS5,25 EGP
394,9,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 15:27:16,original_link,R_XRPfa6fb7DNU4YF,R_5iGJ263merzJIwp,15 EGP
395,9,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-18 10:40:13,original_link,R_XRPfa6fb7DNU4YF,R_3qSBmrXZBIT787D,15 EGP
396,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-11 14:37:54,original_link,R_Y6nPmjIKzXxluKd,R_1diYJnj3wdCB1Bg,25 EGP
397,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-15 14:23:00,original_link,R_Y6nPmjIKzXxluKd,R_3NxNsfvDUI0Mjxm,25 EGP
398,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 17:39:54,original_link,R_VXyXxnUvkViaGiZ,R_25BiaQSQgGCZ66Z,25 EGP
399,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-21 06:40:49,original_link,R_VXyXxnUvkViaGiZ,R_2BbQB0woGSvadm9,25 EGP
400,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 03:35:19,original_link,R_SHLaNdMPex0WhcR,R_27BQROkM5zxPEHY,25 EGP
401,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 07:21:46,original_link,R_SHLaNdMPex0WhcR,R_3MybkzLuJvXMDJx,25 EGP
402,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,1,2020-10-01 10:41:42,sms1_link,R_1eshEAXu2iOyoPV,R_2wR03UBvmYT2T0J,25 EGP
403,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,1,2020-10-04 00:03:54,sms1_link,R_1eshEAXu2iOyoPV,R_vqaN2D4KUS4VwOt,25 EGP
404,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 14:41:16,original_link,R_3k22LDKAEJUZ98z,R_3J7V9fLdO4ivvwS,25 EGP
405,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-16 02:27:10,original_link,R_3k22LDKAEJUZ98z,R_OvYwRJ4Qf9JNYzv,25 EGP
406,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-10-09 15:44:09,original_link,R_3k22LDKAEJUZ98z,R_3nSL59SO9qEY757,25 EGP
407,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-19 09:34:29,original_link,R_AdQZbFOssA9L1wl,R_2qgtqirUKN02Q1M,25 EGP
408,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-25 08:29:13,original_link,R_AdQZbFOssA9L1wl,R_AnUrqOXVvdcbFrX,25 EGP
409,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-16 15:40:13,original_link,R_3fPQiEggxrZJnwd,R_ZkN2fugZN6EOdlT,25 EGP
410,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-10-09 12:25:56,original_link,R_3fPQiEggxrZJnwd,R_2BmKscc1V3ZPihN,25 EGP
411,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-20 04:57:52,original_link,R_3oZ4yzwcZW2GThX,R_1mzuiOAGinz2xMd,25 EGP
412,9,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-25 13:46:36,original_link,R_3oZ4yzwcZW2GThX,R_D9acfnjx9hRv4Pf,25 EGP
413,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 12:27:39,original_link,R_2qELb0opWJDibtw,R_3QFzM2tnZSPnf7M,25 EGP
414,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-15 12:51:16,original_link,R_2qELb0opWJDibtw,R_5dmKlD8KHO3tFJv,25 EGP
415,9,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-10-07 02:48:07,original_link,R_2qELb0opWJDibtw,R_2BtaHMPMDG75ql2,25 EGP
416,10,Remind_Show,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,1,2020-09-10 12:49:12,original_link,R_1CvUH8QiWGXAEY1,R_32Yow5KIml6SBz0,15 EGP
417,10,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,1,2020-09-17 10:28:35,sms1_link,R_1CvUH8QiWGXAEY1,R_2QrmjNP8UdRAOkZ,25 EGP
418,10,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 14:53:54,original_link,R_1OpEtpRdq42eewQ,R_3LdulUJ7dxJu0KI,15 EGP
419,10,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-10-06 14:23:51,original_link,R_1OpEtpRdq42eewQ,R_30wnk4hWdzDMaSv,15 EGP
420,10,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-23 01:10:02,original_link,R_R9N8aUxWzhW0vrH,R_PIKiRvuuryIZHuF,25 EGP
421,10,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 06:09:40,original_link,R_R9N8aUxWzhW0vrH,R_2XoCrJg39LrEVHh,25 EGP
422,10,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-29 12:26:20,original_link,R_R9N8aUxWzhW0vrH,R_1Kydyz4BvSquAT8,25 EGP
423,10,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 03:32:28,original_link,R_3dxrsMTXK1l9Yzv,R_1GOYswlGgPMNmjN,15 EGP
424,10,WhatsApp_Group,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Orange,0,2020-09-24 10:47:08,original_link,R_3dxrsMTXK1l9Yzv,R_vBJ6bWZ2ti3ohjz,15 EGP
425,10,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,1,2020-09-30 21:57:33,sms2_link,R_2V3xy7Mo5fZq5KU,R_1f8g5j3cF03AlEF,25 EGP
426,10,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,1,2020-10-01 12:03:59,sms2_link,R_2V3xy7Mo5fZq5KU,R_1d04q8MX2pxZWWm,25 EGP
427,10,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Vodafone,1,2020-10-03 09:35:55,sms2_link,R_2V3xy7Mo5fZq5KU,R_3j1bFxBinlBvqcN,25 EGP
428,10,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 12:50:26,original_link,R_1QN42z2W9I0xLzw,R_1gurDDYg5BVpOuh,25 EGP
429,10,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Orange,0,2020-09-10 12:54:54,original_link,R_1QN42z2W9I0xLzw,R_11aAoXGi5nboZX0,25 EGP
430,11,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 13:04:58,original_link,R_VJz4Y8W2pXguNnH,R_1PXYKDUK3CbaVeM,25 EGP
431,11,Remind_Show,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-15 14:07:59,original_link,R_VJz4Y8W2pXguNnH,R_QcZCjcZikY73z0d,25 EGP
432,11,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-23 01:02:39,original_link,R_Rw9fU6WkmLKpEpb,R_3paSCwxNvUhY6h0,25 EGP
433,11,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-24 07:59:39,original_link,R_Rw9fU6WkmLKpEpb,R_2yreeAHwa9Q4yvR,25 EGP
434,11,WhatsApp_Ind,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-22 15:07:32,original_link,R_8G6ZeLO2TAU4JcR,R_6MB182hod3c3FKx,15 EGP
435,11,WhatsApp_Ind,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-28 07:26:01,original_link,R_8G6ZeLO2TAU4JcR,R_2bZSZdQpW4EHMy2,15 EGP
436,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 13:33:19,original_link,R_ahLBNdIIOmweDiF,R_2R2jPX6MDIVVRIH,25 EGP
437,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-23 01:50:57,original_link,R_ahLBNdIIOmweDiF,R_A7gLUMh7WXWmG0V,25 EGP
438,11,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 17:56:11,original_link,R_udIxSkSwW90yQ9z,R_1MQsOGDiMFa7pIt,25 EGP
439,11,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-15 14:15:45,original_link,R_udIxSkSwW90yQ9z,R_vcdNNUWMhIPb7bj,25 EGP
440,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-11 22:48:26,original_link,R_1lnN8qj2MUimyHv,R_tJp23PtaxYgYmxX,25 EGP
441,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-23 23:30:39,original_link,R_1lnN8qj2MUimyHv,R_1n7bfU3iW9GnJAR,25 EGP
442,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-26 11:35:25,original_link,R_1lnN8qj2MUimyHv,R_3IXjtup6w0aZiyE,25 EGP
443,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 15:05:10,original_link,R_3iqFaycrQlAIK1u,R_1P5Fx0uD5jT2xPG,25 EGP
444,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-12 17:02:41,original_link,R_3iqFaycrQlAIK1u,R_2tbRbywu8J4vXde,25 EGP
445,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-15 13:01:53,original_link,R_2fkrvY5LNWWzGIh,R_WByXwOW5uHwCX8B,25 EGP
446,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-18 04:00:02,original_link,R_2fkrvY5LNWWzGIh,R_6VUEnQq1rjLNLyN,25 EGP
447,11,WhatsApp_Ind,0,1,"Yes, I would like to donate 10 EGP, and thus receive only 15 EGP mobile credit for participating in this survey.",Itisalat,1,2020-09-10 13:00:32,original_link,R_1C2wlRFjZ4R5BDs,R_xfpgtbRIJvVbumd,15 EGP
448,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,1,2020-09-17 11:37:54,sms1_link,R_1C2wlRFjZ4R5BDs,R_1lzccSzvDFzRyMg,25 EGP
449,11,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-23 05:08:25,original_link,R_DV6dA1BitQ0CN0t,R_3p09bxvaLifHHMG,25 EGP
450,11,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-27 04:52:38,original_link,R_DV6dA1BitQ0CN0t,R_VKjK4swYTZZWnZL,25 EGP
451,11,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-10 18:24:45,original_link,R_2tKfJwXn1iHlNK9,R_1rwcUAvMtY7Jy3F,25 EGP
452,11,WhatsApp_Group,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-15 12:48:23,original_link,R_2tKfJwXn1iHlNK9,R_3pu1wxchP2bQIx1,25 EGP
453,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-13 08:51:08,original_link,R_20P49IjMNqtXRvz,R_3MzLaP1vE71jBga,25 EGP
454,11,WhatsApp_Ind,0,1,"No, I would not like to donate any money, and thus prefer to receive 25 EGP mobile credit for participating in this survey.",Itisalat,0,2020-09-15 15:09:45,original_link,R_20P49IjMNqtXRvz,R_10pCMnHGhmKhd3z,25 EGP
